transaction_id,transaction_date,account_id,customer_id,transaction_type,transaction_channel,transaction_amount,account_balance,transaction_status
9000029,2024-07-31,5051653,1085288,Debit,ATM,3752.3,25348.09,Pending
9000030,2023-02-10,5004428,1018294,Transfer,Mobile,37774.04,5816.91,Failed
9000031,2024-06-04,5282219,1187541,Debit,Branch,10355.27,93198.92,Pending
9000032,2024-06-27,5139980,1180958,Debit,Branch,36914.36,157168.35,Failed
9000033,2023-04-22,5034422,1138735,Credit,Online,34507.62,195793.47,Completed
9000034,2024-02-10,5128577,1134027,Debit,Online,28011.37,91807.54,Pending
9000035,2024-04-05,5008422,1059472,Transfer,Online,1554.71,117592.71,Completed
9000036,2023-07-17,5175940,1022680,Debit,Branch,19600.99,28216.53,Failed
9000037,2024-02-24,5068956,1132568,Debit,Mobile,40271.74,57431.7,Completed
9000038,2023-04-03,5035439,1059796,Credit,Online,2236.82,66470.76,Pending
9000039,2024-05-09,5131880,1119689,Transfer,Online,8351.44,148663.98,Completed
9000040,2024-08-08,5040215,1024979,Debit,Online,25803.2,157013.04,Pending
9000041,2023-09-13,5018967,1002190,Credit,ATM,39128.14,53966.43,Failed
9000042,2024-04-01,5105514,1038771,Credit,ATM,41414.96,3516.36,Pending
9000043,2024-01-24,5177476,1005933,Credit,ATM,35384.12,5743.32,Failed
9000044,2023-10-04,5193444,1177414,Transfer,Online,18843.94,28363.06,Failed
9000045,2023-09-26,5080910,1048365,Transfer,Mobile,18478.43,116276.85,Completed
9000046,2023-03-01,5202787,1142573,Debit,ATM,29143.34,165051.38,Pending
9000047,2023-08-03,5187852,1060530,Credit,ATM,8699.15,183349.4,Completed
9000048,2023-04-03,5027558,1136639,Debit,Mobile,1981.37,68884.76,Pending
9000049,2024-07-19,5061296,1069836,Credit,Mobile,44581.52,131317.83,Completed
9000050,2024-05-09,5246366,1073632,Debit,Mobile,35909.88,187142.24,Failed
9000051,2023-09-11,5240434,1145382,Transfer,Branch,19905.28,72738.16,Failed
9000052,2023-08-22,5145535,1182802,Debit,Online,49428.68,63743.58,Completed
9000053,2024-01-05,5041541,1091796,Transfer,ATM,22352.38,39216.97,Failed
9000054,2023-09-24,5211829,1187525,Transfer,Branch,34587.0,164119.3,Pending
9000055,2024-03-28,5244473,1174591,Transfer,Branch,6228.2,56023.28,Failed
9000056,2023-11-11,5181182,1190679,Debit,Online,42410.57,42356.35,Completed
9000057,2023-01-11,5164774,1148356,Debit,ATM,45024.29,43752.12,Failed
9000058,2024-06-25,5060575,1095599,Credit,Mobile,43889.01,189357.09,Pending
9000059,2023-11-21,5229061,1195985,Credit,Branch,5407.0,151611.47,Completed
9000060,2023-08-21,5057383,1091874,Debit,Mobile,38897.28,142374.61,Pending
9000061,2023-10-14,5106670,1144455,Credit,Branch,15647.22,194550.89,Completed
9000062,2023-10-23,5291186,1196796,Debit,ATM,8870.72,88460.49,Pending
9000063,2024-03-21,5074979,1066071,Credit,Branch,23311.2,53645.81,Pending
9000064,2023-04-12,5298551,1010890,Transfer,Branch,23628.05,20180.93,Completed
9000065,2024-01-28,5245233,1028907,Transfer,Branch,45296.62,118447.56,Completed
9000066,2023-10-20,5167556,1125017,Debit,ATM,865.28,19171.66,Pending
9000067,2023-07-27,5053570,1178311,Credit,Online,10143.44,148124.34,Failed
9000068,2023-11-30,5138488,1196424,Transfer,ATM,48532.29,67566.23,Pending
9000069,2024-08-10,5198365,1193524,Transfer,ATM,3252.92,198617.23,Pending
9000070,2023-08-30,5242732,1155755,Credit,Branch,48149.5,8415.13,Failed
9000071,2023-03-26,5271004,1021070,Credit,ATM,41271.11,139278.43,Failed
9000072,2024-07-16,5028153,1025611,Credit,Online,10434.76,43974.1,Pending
9000073,2024-05-27,5110733,1038759,Debit,Online,4563.54,81689.93,Pending
9000074,2023-03-05,5196195,1016091,Transfer,Branch,46780.99,11938.56,Failed
9000075,2024-02-20,5072632,1037862,Transfer,Mobile,44820.46,99072.14,Failed
9000076,2023-01-07,5206607,1017216,Transfer,Mobile,5797.69,71938.24,Completed
9000077,2023-07-10,5012641,1047309,Transfer,Branch,36513.5,84809.92,Pending
9000078,2023-12-03,5299770,1028288,Transfer,Online,24247.88,17650.5,Failed
9000079,2023-06-13,5227333,1120284,Debit,Mobile,19437.03,61837.17,Completed
9000080,2023-03-24,5209981,1096330,Credit,Mobile,14720.28,70735.63,Failed
9000081,2023-02-27,5296440,1167066,Credit,Branch,28140.57,67007.38,Pending
9000082,2023-01-11,5105137,1179629,Transfer,ATM,48261.69,153222.04,Failed
9000083,2023-01-14,5128343,1008469,Transfer,Online,28354.3,151258.83,Completed
9000084,2023-06-22,5179123,1013069,Credit,ATM,43336.09,196220.56,Completed
9000085,2023-03-09,5068098,1194163,Transfer,Mobile,8640.13,45728.69,Failed
9000086,2023-06-13,5237484,1132315,Debit,Branch,38314.71,9102.21,Failed
9000087,2024-01-23,5232811,1153643,Transfer,Branch,40478.9,162912.39,Failed
9000088,2023-02-08,5123885,1091101,Credit,Branch,12611.65,168726.69,Failed
9000089,2023-08-10,5239307,1003686,Transfer,Branch,40541.19,54168.72,Pending
9000090,2024-01-17,5168396,1065851,Transfer,Branch,1371.98,69634.35,Pending
9000091,2023-06-23,5152814,1044785,Credit,ATM,956.11,44347.48,Failed
9000092,2023-09-09,5056706,1118538,Debit,ATM,27542.34,87249.42,Pending
9000093,2024-03-09,5045123,1027455,Transfer,Branch,45623.45,88131.13,Failed
9000094,2023-08-02,5061611,1129790,Debit,Branch,42496.64,125165.22,Pending
9000095,2024-06-11,5029556,1170018,Credit,Online,35886.81,71961.73,Failed
9000096,2024-04-12,5169304,1101065,Credit,ATM,6192.9,34019.2,Failed
9000097,2024-06-23,5107284,1092231,Debit,Branch,36289.61,75214.78,Completed
9000098,2024-01-22,5146823,1121712,Transfer,ATM,32900.9,117212.96,Completed
9000099,2024-05-01,5221554,1026445,Debit,Online,12494.47,103832.08,Pending
9000100,2023-12-01,5069667,1074007,Transfer,Online,21580.68,8674.05,Failed
9000101,2024-07-19,5006831,1185573,Transfer,Online,6367.51,141958.38,Pending
9000102,2024-02-29,5092956,1162437,Transfer,Mobile,24616.31,142277.04,Completed
9000103,2024-02-13,5149892,1187616,Debit,Mobile,43499.99,154184.86,Completed
9000104,2024-01-01,5283401,1034333,Credit,ATM,47809.33,58654.72,Failed
9000105,2024-06-16,5247132,1084762,Credit,Branch,33540.83,198867.67,Completed
9000106,2023-04-17,5134167,1115285,Credit,Mobile,8668.59,56236.42,Pending
9000107,2023-10-06,5133552,1085030,Credit,ATM,13058.05,29462.6,Completed
9000108,2024-08-22,5210808,1137213,Transfer,Online,40684.44,86011.66,Failed
9000109,2024-06-02,5143880,1040772,Credit,ATM,27985.44,4295.7,Completed
9000110,2023-04-07,5075370,1123238,Credit,Mobile,26061.93,32080.0,Pending
9000111,2023-08-01,5209825,1156235,Credit,ATM,36733.27,198010.41,Completed
9000112,2023-07-07,5158102,1152711,Transfer,Mobile,25105.2,161030.0,Failed
9000113,2023-07-16,5123052,1032953,Transfer,Mobile,48888.1,31575.85,Completed
9000114,2023-12-16,5018971,1178881,Debit,Mobile,23129.45,57086.44,Completed
9000115,2024-04-22,5123186,1098771,Debit,ATM,7345.04,193293.94,Completed
9000116,2023-06-05,5137966,1151449,Credit,Online,46878.41,20751.54,Pending
9000117,2023-04-28,5227126,1039889,Debit,Branch,18401.95,133334.04,Failed
9000118,2024-02-10,5007120,1156058,Credit,ATM,19846.39,135493.98,Completed
9000119,2023-07-03,5181921,1002276,Debit,ATM,14890.74,12960.18,Failed
9000120,2023-02-16,5261990,1118302,Transfer,Online,39673.51,86791.66,Pending
9000121,2023-11-14,5280328,1170941,Debit,ATM,7223.96,12836.5,Failed
9000122,2023-06-07,5276513,1134476,Transfer,Online,23416.36,149193.46,Completed
9000123,2024-03-15,5114260,1068924,Debit,Online,30636.35,109657.06,Failed
9000124,2023-01-31,5236911,1157606,Credit,ATM,39042.08,26270.41,Completed
9000125,2023-01-27,5114004,1049061,Transfer,ATM,1155.96,167542.31,Pending
9000126,2023-02-27,5043559,1097478,Debit,ATM,37104.89,139022.52,Completed
9000127,2024-04-02,5242801,1008882,Credit,Branch,24739.32,41035.07,Failed
9000128,2024-04-24,5238828,1103324,Debit,Mobile,31349.35,54077.89,Completed
9000129,2023-03-30,5014611,1109891,Debit,Mobile,34325.42,4312.94,Failed
9000130,2024-04-30,5098824,1068717,Debit,Mobile,18053.21,190918.04,Pending
9000131,2023-05-06,5105383,1030382,Debit,Online,48199.87,22792.64,Failed
9000132,2023-11-19,5235825,1110383,Credit,Online,47953.56,89255.11,Completed
9000133,2024-07-02,5286662,1105764,Credit,Branch,49308.92,186269.96,Completed
9000134,2023-04-14,5220591,1047108,Debit,Online,46791.19,120260.37,Failed
9000135,2023-09-19,5271633,1018679,Credit,ATM,946.94,41997.74,Pending
9000136,2023-12-15,5100864,1003598,Credit,Branch,19908.05,54923.27,Failed
9000137,2024-04-26,5214059,1194606,Transfer,ATM,36586.39,148776.79,Failed
9000138,2023-04-03,5275219,1017516,Debit,Mobile,15475.5,120112.11,Failed
9000139,2024-05-21,5144845,1126463,Transfer,Mobile,1140.95,98905.64,Completed
9000140,2023-08-20,5007767,1000495,Credit,Mobile,40923.91,167886.64,Failed
9000141,2023-02-03,5222545,1132618,Credit,ATM,1265.96,185493.67,Failed
9000142,2023-12-21,5128389,1132787,Debit,Branch,49971.98,145891.13,Completed
9000143,2023-12-27,5086720,1123591,Debit,Mobile,14965.79,143483.97,Pending
9000144,2024-02-19,5030624,1092273,Transfer,Branch,20101.42,76485.24,Failed
9000145,2024-01-20,5132815,1182081,Debit,ATM,11121.54,98066.26,Completed
9000146,2024-08-10,5002095,1134388,Transfer,ATM,44106.92,15641.77,Completed
9000147,2024-02-21,5248479,1193941,Transfer,ATM,35591.16,124857.76,Pending
9000148,2023-01-10,5291795,1112435,Credit,Online,10270.36,30626.91,Completed
9000149,2023-09-18,5151607,1048336,Transfer,Online,30410.41,130315.31,Pending
9000150,2023-09-06,5176339,1116528,Transfer,Branch,1191.49,9755.12,Pending
9000151,2023-10-30,5096781,1034468,Debit,Branch,44584.03,146018.11,Failed
9000152,2023-02-22,5098157,1131781,Transfer,Branch,27185.05,133113.36,Completed
9000153,2023-06-14,5192782,1051907,Debit,ATM,46770.04,96038.56,Pending
9000154,2023-07-29,5018468,1016591,Debit,Branch,24661.68,151323.96,Failed
9000155,2023-03-12,5270518,1166105,Debit,Online,37003.08,118963.37,Completed
9000156,2023-12-21,5013884,1167261,Debit,Mobile,5875.47,119525.51,Pending
9000157,2023-08-15,5003090,1132259,Credit,Branch,33410.27,45354.42,Completed
9000158,2024-08-17,5073187,1009623,Credit,Online,33476.45,81769.49,Completed
9000159,2024-01-12,5094694,1126756,Debit,Online,8979.65,31558.04,Completed
9000160,2023-10-24,5122856,1103856,Debit,Online,16656.64,104714.09,Pending
9000161,2023-12-06,5174007,1056184,Debit,Mobile,17458.59,97707.18,Completed
9000162,2023-06-13,5040989,1087192,Debit,Online,44800.24,132156.3,Failed
9000163,2024-05-19,5107906,1036670,Credit,Branch,14724.42,70766.15,Failed
9000164,2024-01-14,5089623,1042196,Transfer,Branch,10924.75,128405.51,Failed
9000165,2023-06-14,5202953,1171867,Credit,ATM,37127.23,166937.35,Failed
9000166,2023-01-21,5129264,1069727,Credit,ATM,46069.16,27290.67,Pending
9000167,2024-06-18,5249712,1068447,Transfer,Branch,49287.78,127177.14,Failed
9000168,2023-03-29,5236155,1090495,Transfer,Mobile,30065.2,104606.2,Failed
9000169,2023-11-09,5183610,1004599,Credit,ATM,15219.04,146365.42,Pending
9000170,2023-01-04,5068583,1189857,Transfer,ATM,31170.83,25899.07,Pending
9000171,2023-10-21,5058605,1178756,Debit,Online,23680.3,150005.81,Completed
9000172,2023-09-06,5112596,1053983,Debit,Online,49875.86,100407.29,Failed
9000173,2023-06-11,5112979,1047237,Credit,Online,44591.44,198698.71,Pending
9000174,2023-10-25,5264377,1098328,Debit,Online,21057.99,24850.68,Pending
9000175,2023-10-15,5000962,1182906,Credit,Online,43101.28,182774.95,Pending
9000176,2023-02-23,5138721,1024053,Transfer,ATM,1316.72,67744.36,Completed
9000177,2023-10-01,5206390,1184559,Transfer,Mobile,33988.97,170382.79,Completed
9000178,2023-08-20,5057749,1154957,Debit,Mobile,3576.6,151690.93,Completed
9000179,2024-05-01,5067966,1100730,Transfer,ATM,14265.6,136218.03,Completed
9000180,2024-04-13,5193248,1197544,Transfer,Mobile,10262.24,101211.46,Failed
9000181,2024-07-05,5240294,1055107,Transfer,Branch,40518.22,47851.18,Pending
9000182,2023-03-07,5190139,1019138,Debit,Mobile,41734.37,146133.17,Pending
9000183,2024-05-18,5036872,1027677,Credit,Online,14767.79,199646.19,Failed
9000184,2024-02-17,5022016,1108661,Debit,Online,35850.26,104930.27,Pending
9000185,2024-06-28,5282156,1004907,Transfer,Branch,9862.2,94002.53,Pending
9000186,2024-04-06,5098413,1097876,Credit,Online,18329.98,147605.88,Failed
9000187,2023-07-24,5020000,1020422,Debit,Branch,44895.87,57955.9,Failed
9000188,2023-06-23,5051350,1008090,Debit,Mobile,27054.65,112569.52,Completed
9000189,2023-04-02,5086861,1005203,Debit,Online,37578.89,31520.21,Pending
9000190,2023-05-02,5134134,1167880,Transfer,Mobile,2746.88,51383.91,Pending
9000191,2023-04-16,5117210,1107025,Debit,Online,49008.34,197466.54,Completed
9000192,2023-03-10,5211797,1183091,Credit,Online,35144.1,143821.57,Completed
9000193,2024-02-28,5162097,1015848,Credit,Online,46561.09,95780.27,Pending
9000194,2024-06-05,5215516,1198462,Debit,Mobile,33025.17,105281.84,Pending
9000195,2023-01-09,5159682,1040651,Debit,Online,29719.75,99384.72,Completed
9000196,2023-04-15,5175640,1067912,Transfer,ATM,33410.89,25326.13,Completed
9000197,2023-07-29,5028493,1112083,Debit,Branch,30120.28,87216.83,Failed
9000198,2023-04-06,5162508,1062691,Debit,Branch,10702.54,29757.17,Completed
9000199,2023-10-25,5197802,1116449,Transfer,Mobile,11825.86,84026.99,Failed
9000200,2023-03-31,5116838,1070370,Transfer,Online,21897.17,130223.2,Pending
9000201,2023-10-29,5032800,1199684,Credit,Branch,40795.06,157133.01,Pending
9000202,2023-08-05,5147677,1118135,Credit,Mobile,43833.76,124644.68,Failed
9000203,2024-04-17,5121855,1124022,Debit,ATM,23119.04,137246.01,Failed
9000204,2024-07-16,5009196,1121553,Transfer,Branch,3322.61,11466.97,Pending
9000205,2023-05-11,5224774,1014529,Credit,Online,28305.31,129681.74,Completed
9000206,2024-07-16,5210755,1079632,Transfer,Branch,2309.2,193516.64,Completed
9000207,2023-12-27,5219647,1081015,Transfer,Mobile,12412.31,136204.63,Completed
9000208,2023-07-31,5040939,1056596,Credit,Mobile,23799.72,119619.0,Completed
9000209,2023-10-08,5139373,1014298,Debit,Mobile,16450.89,60923.26,Completed
9000210,2023-11-20,5253037,1163848,Debit,Mobile,16252.29,187052.45,Pending
9000211,2023-01-08,5020257,1096158,Transfer,Branch,48992.16,5788.73,Completed
9000212,2023-12-13,5120603,1053939,Debit,Branch,45499.83,50243.54,Completed
9000213,2023-02-01,5293566,1187628,Debit,ATM,49372.92,164314.95,Completed
9000214,2023-01-20,5148853,1126184,Debit,Branch,24532.77,53328.89,Pending
9000215,2024-06-30,5228156,1194226,Credit,Mobile,49922.14,144308.63,Completed
9000216,2023-02-08,5093539,1063913,Credit,Online,42158.17,59253.65,Failed
9000217,2023-05-14,5011103,1058204,Transfer,Mobile,47919.45,13350.99,Completed
9000218,2024-06-20,5057787,1025678,Transfer,Online,6904.8,97004.07,Pending
9000219,2023-09-04,5065086,1016228,Credit,Mobile,13238.07,67165.97,Failed
9000220,2024-08-19,5244497,1016150,Debit,ATM,32789.8,69243.94,Completed
9000221,2024-03-22,5027790,1174346,Debit,Online,1428.66,162341.33,Failed
9000222,2024-04-12,5017276,1065984,Debit,ATM,38988.03,130667.55,Completed
9000223,2024-05-31,5202504,1073284,Transfer,ATM,14701.31,25303.98,Completed
9000224,2023-07-25,5144106,1102709,Debit,Online,44323.4,161304.71,Completed
9000225,2023-07-04,5173642,1066893,Debit,Online,18076.74,107036.07,Completed
9000226,2023-02-18,5129764,1055063,Debit,Online,27680.18,67774.18,Pending
9000227,2023-07-14,5276286,1047156,Credit,ATM,10613.24,109345.0,Failed
9000228,2023-05-31,5279070,1166491,Transfer,ATM,39406.91,163254.59,Pending
9000229,2023-02-20,5128404,1189962,Debit,Online,17748.92,103039.53,Completed
9000230,2023-02-09,5220331,1068063,Debit,Branch,2510.88,77871.7,Pending
9000231,2024-04-29,5224516,1087988,Credit,ATM,19054.52,104594.41,Failed
9000232,2023-11-04,5233962,1014313,Debit,Branch,29757.68,23950.48,Completed
9000233,2024-06-23,5226432,1076128,Credit,ATM,14970.88,193923.56,Pending
9000234,2023-02-13,5014348,1005712,Transfer,Branch,8564.79,28206.07,Pending
9000235,2023-08-09,5296670,1058754,Credit,ATM,42524.07,32629.36,Completed
9000236,2023-08-04,5270368,1020397,Transfer,ATM,3694.79,136526.8,Completed
9000237,2024-05-17,5099152,1094518,Transfer,ATM,21584.54,61750.52,Completed
9000238,2023-03-13,5269263,1148770,Transfer,Online,26011.87,145493.23,Failed
9000239,2023-07-27,5135975,1118468,Transfer,ATM,42837.83,100844.77,Failed
9000240,2023-01-27,5120397,1117724,Credit,Branch,49547.91,100894.6,Pending
9000241,2024-05-08,5146641,1164487,Credit,Branch,36416.42,64472.99,Failed
9000242,2023-01-26,5161708,1040445,Transfer,Mobile,29339.76,192565.39,Failed
9000243,2023-05-25,5097203,1032895,Debit,Online,19849.76,187090.73,Failed
9000244,2023-03-02,5016580,1096250,Transfer,Online,46402.69,137422.59,Failed
9000245,2023-11-01,5128437,1062553,Debit,Online,12469.76,56228.97,Completed
9000246,2024-01-26,5150631,1002151,Credit,Online,16915.68,77078.98,Failed
9000247,2024-05-26,5234465,1180626,Credit,ATM,983.67,47433.21,Failed
9000248,2023-07-15,5132359,1036685,Debit,Online,22732.64,93425.6,Completed
9000249,2024-08-05,5290669,1131766,Credit,Branch,17344.36,3393.81,Failed
9000250,2023-08-03,5162600,1116244,Credit,Branch,5651.13,4604.19,Completed
9000251,2023-02-27,5129904,1188344,Transfer,Branch,40090.38,70521.4,Pending
9000252,2023-02-14,5089921,1160196,Credit,Mobile,4446.85,178363.03,Completed
9000253,2024-07-09,5246346,1064293,Credit,Branch,12468.11,63499.95,Completed
9000254,2023-06-25,5054262,1187377,Transfer,Online,36455.5,125598.65,Completed
9000255,2023-01-14,5143927,1135798,Transfer,Branch,16741.96,61338.1,Pending
9000256,2023-02-05,5294194,1152631,Debit,Online,11546.2,76246.22,Failed
9000257,2023-09-08,5064135,1124778,Transfer,Branch,18129.4,80051.06,Pending
9000258,2023-06-18,5279905,1143583,Transfer,Branch,43905.14,73365.67,Failed
9000259,2023-01-13,5215927,1128777,Transfer,ATM,24299.46,43676.22,Failed
9000260,2023-11-07,5241470,1079143,Credit,ATM,36506.11,93171.85,Completed
9000261,2023-01-18,5136812,1004280,Transfer,Branch,24275.96,187507.38,Failed
9000262,2024-01-20,5175951,1030801,Credit,ATM,30874.29,144675.92,Completed
9000263,2023-04-07,5256585,1153241,Debit,ATM,49764.95,197805.34,Pending
9000264,2024-08-04,5036646,1134698,Debit,Branch,25006.44,98880.86,Failed
9000265,2023-11-08,5293559,1049799,Credit,Branch,29441.95,73550.01,Completed
9000266,2024-01-01,5252119,1152439,Debit,ATM,21085.32,162658.52,Pending
9000267,2023-03-12,5129698,1186944,Credit,Online,14133.63,50691.51,Completed
9000268,2023-06-19,5116665,1095025,Debit,ATM,25372.66,147332.91,Pending
9000269,2023-02-18,5239186,1032592,Debit,Mobile,6690.69,5982.68,Completed
9000270,2024-07-12,5042412,1091390,Transfer,Branch,24135.57,120703.28,Pending
9000271,2024-07-04,5035155,1114024,Credit,ATM,31498.33,170251.14,Failed
9000272,2023-06-11,5296333,1107878,Transfer,Mobile,26970.13,45556.8,Completed
9000273,2023-09-06,5110490,1102754,Credit,Mobile,33516.06,99015.57,Pending
9000274,2024-04-01,5257897,1002620,Transfer,Mobile,41839.14,6500.66,Pending
9000275,2023-01-26,5120020,1136995,Debit,Branch,4889.49,164326.47,Completed
9000276,2023-02-18,5007131,1064775,Transfer,Branch,11157.26,14000.9,Failed
9000277,2024-03-18,5227408,1159687,Credit,Branch,37090.55,112432.63,Failed
9000278,2023-09-18,5261920,1100161,Debit,Online,44067.12,1408.35,Completed
9000279,2024-04-28,5269377,1121823,Transfer,Branch,34640.05,192640.64,Failed
9000280,2023-03-28,5167878,1101306,Transfer,Branch,25356.29,1186.69,Completed
9000281,2023-02-19,5039449,1014167,Debit,ATM,46760.83,117276.87,Failed
9000282,2024-03-21,5005559,1003667,Debit,Online,48098.72,136748.87,Pending
9000283,2023-12-06,5240342,1102953,Credit,Mobile,22910.16,182551.68,Pending
9000284,2023-05-07,5224681,1180057,Credit,ATM,5532.98,86077.61,Failed
9000285,2024-03-13,5034774,1170647,Transfer,Mobile,27969.48,184683.37,Completed
9000286,2023-07-08,5298872,1091373,Debit,Mobile,35267.87,29474.52,Pending
9000287,2023-10-05,5010827,1170848,Debit,Mobile,37520.99,173342.46,Pending
9000288,2024-08-05,5075211,1014392,Credit,Branch,31763.44,93348.58,Failed
9000289,2023-12-16,5204918,1067400,Debit,Online,5644.96,175248.52,Failed
9000290,2023-07-20,5085817,1093990,Debit,ATM,17988.14,197378.24,Failed
9000291,2023-08-17,5219673,1018235,Credit,Mobile,25166.81,69403.76,Completed
9000292,2023-09-18,5103902,1194106,Debit,ATM,25137.03,11489.37,Completed
9000293,2024-07-27,5017082,1038340,Transfer,Branch,9476.98,94645.01,Completed
9000294,2024-05-14,5166950,1002774,Debit,Mobile,42526.92,193676.59,Completed
9000295,2024-08-12,5245984,1039348,Credit,Branch,3943.91,7229.45,Pending
9000296,2023-04-29,5071543,1049937,Debit,Branch,40388.18,127555.11,Completed
9000297,2024-04-17,5001385,1101467,Credit,Online,9502.58,162701.9,Failed
9000298,2024-08-20,5074383,1192988,Transfer,Branch,49261.15,1862.07,Failed
9000299,2023-07-21,5004717,1061499,Debit,Branch,7443.73,25695.63,Failed
9000300,2023-07-07,5021619,1021547,Debit,Online,38215.45,118634.41,Failed
9000301,2023-11-16,5003775,1143429,Transfer,Branch,35154.48,6409.96,Completed
9000302,2023-04-06,5029220,1189114,Credit,ATM,40027.44,48231.55,Completed
9000303,2023-04-06,5127788,1105615,Debit,ATM,14930.56,176857.43,Pending
9000304,2023-03-06,5273389,1107618,Transfer,ATM,20207.65,155363.82,Failed
9000305,2024-05-20,5149364,1055488,Transfer,Online,5040.0,49296.87,Failed
9000306,2024-03-07,5109291,1070596,Credit,Mobile,22203.82,9511.48,Failed
9000307,2024-01-06,5095602,1048140,Debit,Branch,6694.67,112688.8,Completed
9000308,2023-12-24,5166055,1053759,Debit,Mobile,12926.26,90889.45,Failed
9000309,2023-04-17,5130643,1083735,Debit,Branch,45488.55,5610.71,Failed
9000310,2024-05-17,5058506,1075764,Debit,Mobile,44471.21,194542.35,Pending
9000311,2024-03-19,5071951,1139536,Credit,Online,26469.42,189759.65,Completed
9000312,2023-01-20,5225978,1184473,Credit,ATM,33928.89,160233.83,Failed
9000313,2023-05-24,5265788,1118936,Credit,Online,32949.52,106225.99,Pending
9000314,2024-01-18,5180449,1177345,Transfer,Mobile,34019.56,168364.72,Pending
9000315,2024-05-02,5190907,1103731,Transfer,Online,34697.93,1731.04,Pending
9000316,2023-01-05,5155009,1151019,Transfer,Branch,34066.28,160249.21,Failed
9000317,2024-08-20,5231193,1054437,Transfer,Online,7598.9,10171.89,Completed
9000318,2024-05-20,5019415,1185298,Transfer,Mobile,35647.0,14434.61,Failed
9000319,2023-08-15,5012982,1115892,Credit,Online,21262.91,49248.5,Completed
9000320,2023-06-01,5132802,1137420,Transfer,Branch,37298.74,56943.07,Completed
9000321,2023-12-02,5238642,1037440,Transfer,ATM,37160.52,89783.96,Pending
9000322,2024-02-08,5219706,1114277,Credit,Branch,15766.39,99363.41,Completed
9000323,2024-03-03,5157517,1188454,Credit,Mobile,47106.27,23939.89,Completed
9000324,2024-01-25,5028228,1040681,Debit,Branch,698.08,89448.16,Failed
9000325,2024-06-09,5200675,1089617,Transfer,Branch,5701.92,42619.03,Failed
9000326,2023-05-07,5248599,1003661,Transfer,Branch,14659.85,143236.88,Completed
9000327,2024-05-15,5299524,1030130,Transfer,Mobile,36769.88,15817.96,Completed
9000328,2023-10-09,5055231,1146526,Transfer,Online,16781.12,180455.35,Failed
9000329,2023-07-07,5258605,1068645,Transfer,ATM,1314.32,41033.16,Completed
9000330,2024-05-15,5131625,1049064,Credit,Mobile,42832.79,174227.2,Failed
9000331,2023-04-20,5195589,1046481,Credit,Branch,6954.64,8608.8,Completed
9000332,2023-10-08,5095515,1117731,Credit,Branch,47655.21,174552.41,Failed
9000333,2023-02-26,5144771,1013484,Credit,Mobile,43908.2,194577.89,Completed
9000334,2023-01-06,5135822,1033037,Debit,Online,6746.07,80308.89,Completed
9000335,2024-08-11,5288064,1052648,Debit,Mobile,29528.56,158216.71,Completed
