transaction_id,transaction_date,account_id,customer_id,transaction_type,transaction_channel,transaction_amount,account_balance,transaction_status
9037431,2023-07-24,5138221,1186393,Transfer,ATM,763.2,113449.1,Failed
9037432,2024-06-21,5154897,1047205,Credit,Branch,16086.03,116124.26,Failed
9037433,2024-04-09,5203554,1119610,Transfer,ATM,0.0,52988.35,Failed
9037434,2023-04-07,5033208,1033200,Credit,ATM,2098.47,47187.98,Pending
9037435,2023-10-31,5284227,1147903,Transfer,Branch,2483.32,162494.68,Pending
9037436,2023-06-03,5161774,1059971,Debit,Online,27893.68,29238.0,Pending
9037437,2023-04-14,5146653,1100472,Credit,Mobile,48021.39,23511.35,Failed
9037438,2023-11-15,5094927,1001920,Transfer,Branch,48433.93,446.1,Failed
9037439,2023-05-10,5294607,1170681,Debit,Mobile,4327.14,31099.38,Failed
9037440,2024-02-25,5165962,1015855,Debit,Online,37302.44,65970.67,Failed
9037441,2023-11-14,5205522,1068713,Debit,ATM,3865.75,159965.71,Failed
9037442,2023-08-11,5191101,1014506,Debit,Mobile,23686.0,158863.66,Completed
9037443,2023-07-29,5235196,1101105,Credit,Branch,13557.15,12746.41,Pending
9037444,2023-08-30,5194765,1193140,Transfer,Online,25403.38,111016.32,Completed
9037445,2024-05-04,5157020,1044603,Transfer,Mobile,44948.61,196303.47,Completed
9037446,2023-09-30,5121242,1017034,Transfer,Mobile,38864.83,14459.96,Failed
9037447,2023-03-08,5118713,1172844,Transfer,ATM,35869.66,12687.46,Failed
9037448,2023-12-28,5036242,1026592,Debit,Branch,47824.1,167950.05,Completed
9037449,2024-07-02,5035367,1042634,Transfer,Online,5665.95,38840.33,Failed
9037450,2023-03-14,5227437,1060149,Debit,ATM,19564.22,193193.55,Completed
9037451,2024-08-22,5075302,1142300,Transfer,Online,30130.57,71379.63,Completed
9037452,2023-05-07,5105145,1009148,Credit,Online,12877.17,98497.05,Pending
9037453,2023-03-15,5070331,1040926,Transfer,Branch,16379.08,58015.83,Failed
9037454,2024-06-20,5048447,1032407,Transfer,Online,36424.66,193076.27,Failed
9037455,2024-03-13,5144103,1184907,Transfer,Online,26909.96,138551.85,Pending
9037456,2023-01-09,5182343,1145972,Debit,Branch,6021.1,131075.43,Pending
9037457,2024-04-02,5278657,1019847,Credit,ATM,828.88,87670.9,Failed
9037458,2024-03-18,5133029,1172506,Transfer,ATM,26915.59,195047.73,Completed
9037459,2023-08-15,5017925,1117594,Transfer,Branch,28272.26,181367.79,Completed
9037460,2023-07-21,5083287,1119396,Transfer,Mobile,19225.03,168510.98,Completed
9037461,2024-07-05,5220962,1137418,Transfer,ATM,10017.12,104821.13,Pending
9037462,2023-11-10,5210853,1062280,Credit,Mobile,16779.05,39141.48,Pending
9037463,2023-06-04,5103340,1054166,Debit,Branch,27051.41,44084.68,Failed
9037464,2023-06-23,5054177,1028928,Credit,Online,7256.01,79657.85,Completed
9037465,2023-03-09,5156787,1163022,Debit,Mobile,39761.41,133944.19,Failed
9037466,2023-04-10,5287463,1161111,Credit,Mobile,43846.86,150174.37,Completed
9037467,2023-06-12,5132935,1194497,Debit,Branch,1208.07,191094.5,Completed
9037468,2023-01-02,5103993,1176084,Debit,ATM,39867.77,127569.92,Pending
9037469,2023-12-08,5130626,1193723,Debit,Mobile,11622.39,115249.36,Pending
9037470,2023-05-03,5246137,1014196,Debit,Mobile,33445.65,194515.4,Completed
9037471,2023-09-09,5224067,1116212,Transfer,Branch,48990.48,182615.97,Pending
9037472,2023-07-29,5008344,1115873,Transfer,Online,47371.12,27825.13,Failed
9037473,2023-10-29,5261101,1160142,Debit,Mobile,18635.12,171752.19,Completed
9037474,2024-04-26,5209544,1108036,Debit,Mobile,29829.17,168244.85,Failed
9037475,2023-05-21,5211931,1173977,Transfer,Branch,5130.49,8580.3,Pending
9037476,2024-02-05,5174455,1184110,Credit,Branch,48994.77,105741.59,Failed
9037477,2023-07-30,5166267,1055010,Credit,ATM,9455.43,96453.39,Failed
9037478,2023-11-16,5141702,1076081,Transfer,Online,15563.64,114745.27,Completed
9037479,2023-12-26,5169343,1165666,Transfer,Mobile,4943.97,25789.31,Completed
9037480,2023-05-28,5026801,1124822,Transfer,Mobile,3308.38,75545.96,Completed
9037481,2023-06-08,5132578,1023994,Debit,Branch,6013.97,196265.45,Completed
9037482,2023-06-26,5006572,1134206,Credit,Branch,44575.16,152112.87,Completed
9037483,2024-08-08,5195688,1130037,Transfer,Branch,10774.06,167265.36,Completed
9037484,2023-06-19,5113120,1161068,Transfer,Mobile,47877.73,87600.21,Completed
9037485,2023-04-05,5148632,1027863,Debit,ATM,4766.13,28761.2,Completed
9037486,2023-06-13,5033486,1081454,Credit,Online,5562.81,137725.6,Completed
9037487,2023-02-24,5294173,1046220,Credit,ATM,22970.85,187835.63,Failed
9037488,2024-06-22,5222802,1010986,Credit,Branch,43351.44,34439.12,Failed
9037489,2024-01-15,5184994,1050471,Debit,Branch,4397.72,37782.47,Pending
9037490,2024-01-11,5016938,1065174,Transfer,Mobile,38200.77,124388.48,Pending
9037491,2023-01-08,5166167,1142646,Credit,Mobile,48489.31,2453.34,Failed
9037492,2023-11-09,5243311,1107452,Transfer,ATM,32512.86,98489.98,Completed
9037493,2023-04-26,5128192,1159792,Credit,Mobile,3860.73,183247.01,Pending
9037494,2023-06-01,5044999,1075903,Debit,Mobile,36115.85,179464.38,Pending
9037495,2024-01-16,5262208,1084427,Transfer,Mobile,40218.12,136243.25,Pending
9037496,2024-05-24,5252855,1132209,Transfer,Branch,45626.86,199888.09,Failed
9037497,2023-05-23,5204058,1088087,Debit,Online,44874.81,198560.54,Failed
9037498,2023-12-13,5119722,1149808,Debit,ATM,33809.39,150224.03,Failed
9037499,2023-02-11,5120589,1054859,Transfer,ATM,39164.11,113355.52,Completed
9037500,2024-06-15,5162023,1002389,Credit,Branch,37348.4,114813.77,Pending
9037501,2023-11-19,5002028,1194473,Credit,ATM,14052.23,24770.79,Failed
9037502,2023-12-19,5062970,1164042,Credit,Mobile,346.14,140515.09,Failed
9037503,2023-04-14,5008707,1091380,Debit,Mobile,46577.85,92269.46,Completed
9037504,2024-03-31,5132586,1180156,Debit,ATM,3722.24,11033.35,Completed
9037505,2024-07-17,5250877,1054426,Credit,Online,34747.14,48538.13,Failed
9037506,2024-02-13,5026585,1097456,Transfer,Mobile,36103.62,27405.44,Pending
9037507,2023-03-20,5293108,1168966,Transfer,ATM,47343.34,38299.66,Failed
9037508,2023-04-01,5189084,1013381,Transfer,Branch,11303.74,166865.74,Pending
9037509,2023-03-08,5258239,1121973,Transfer,Mobile,3069.52,31990.53,Failed
9037510,2023-05-28,5087457,1023390,Debit,Branch,46266.02,25615.85,Pending
9037511,2023-04-01,5167073,1090300,Transfer,Branch,29406.35,62613.83,Failed
9037512,2023-10-06,5260240,1021201,Transfer,Branch,10166.05,34033.19,Pending
9037513,2023-08-16,5066062,1118676,Transfer,Online,32430.02,154630.75,Failed
9037514,2023-01-15,5141536,1048560,Transfer,ATM,6737.56,25130.88,Failed
9037515,2023-02-04,5166213,1003593,Debit,Branch,11473.63,142633.94,Failed
9037516,2024-05-03,5039289,1041173,Credit,Mobile,24667.99,117347.6,Completed
9037517,2023-05-31,5276747,1004630,Credit,Online,2286.67,127780.45,Pending
9037518,2023-01-17,5012884,1121847,Debit,Mobile,49919.08,136433.1,Pending
9037519,2023-07-24,5225906,1058173,Transfer,Mobile,1128.12,13094.49,Failed
9037520,2024-04-06,5107148,1073937,Transfer,Branch,41818.44,121649.39,Pending
9037521,2024-01-06,5234156,1102404,Debit,Branch,40385.46,33729.6,Completed
9037522,2023-07-26,5038476,1090448,Debit,Online,14450.27,51230.36,Pending
9037523,2024-08-19,5035837,1061995,Debit,Mobile,42667.59,59.31,Failed
9037524,2024-04-19,5116155,1069419,Credit,Mobile,7131.47,32054.69,Pending
9037525,2024-06-06,5228298,1000196,Credit,Online,6666.49,148074.88,Failed
9037526,2024-03-24,5104599,1141785,Debit,Branch,17745.42,150668.6,Pending
9037527,2023-02-05,5171046,1066190,Transfer,Branch,30301.93,148349.9,Pending
9037528,2023-11-13,5171151,1130113,Debit,Mobile,33673.42,92762.79,Completed
9037529,2024-07-20,5176226,1125752,Debit,Branch,26677.54,173413.74,Failed
9037530,2024-04-29,5281494,1151878,Debit,Branch,21688.35,39602.95,Failed
9037531,2024-04-10,5025854,1037927,Transfer,ATM,31909.82,192805.32,Failed
9037532,2024-07-02,5080854,1179054,Credit,Mobile,8315.53,104174.85,Pending
9037533,2024-05-02,5092862,1043641,Credit,Online,45975.85,109724.23,Failed
9037534,2023-12-31,5230583,1054259,Transfer,ATM,10451.02,185552.34,Pending
9037535,2023-02-11,5290768,1006186,Transfer,ATM,46048.54,110256.9,Failed
9037536,2023-10-01,5227111,1051087,Transfer,Branch,18728.17,145775.38,Pending
9037537,2024-08-06,5128889,1192355,Debit,ATM,29831.78,98923.4,Completed
9037538,2024-08-15,5240694,1008144,Transfer,Mobile,41257.11,80735.54,Completed
9037539,2023-01-24,5260341,1165035,Transfer,Online,44199.22,51136.05,Pending
9037540,2023-03-01,5073733,1147541,Debit,Branch,21865.91,131854.34,Failed
9037541,2023-03-24,5086492,1159718,Transfer,Branch,34105.49,88406.16,Pending
9037542,2023-11-10,5093960,1118923,Transfer,Mobile,32908.33,51785.69,Completed
9037543,2024-05-17,5128259,1106487,Transfer,Mobile,44176.18,38105.35,Failed
9037544,2023-08-27,5238999,1122647,Debit,Mobile,8610.68,14718.5,Completed
9037545,2023-02-09,5061668,1180513,Credit,Mobile,35025.71,180145.7,Completed
9037546,2023-03-11,5012220,1157582,Credit,Mobile,37835.35,166044.44,Pending
9037547,2024-04-16,5002741,1032063,Credit,ATM,18152.06,26622.65,Failed
9037548,2024-03-13,5247224,1068614,Credit,ATM,6851.07,175000.5,Completed
9037549,2024-04-16,5191925,1184784,Credit,ATM,37858.42,188127.27,Pending
9037550,2023-01-12,5256152,1016239,Credit,ATM,21643.21,174380.27,Completed
9037551,2023-04-01,5167196,1189917,Debit,Mobile,32723.27,189209.58,Pending
9037552,2023-03-27,5088876,1146215,Debit,Mobile,15540.55,171749.37,Failed
9037553,2024-02-12,5271636,1087142,Debit,Mobile,22377.91,9334.04,Completed
9037554,2023-03-05,5241704,1036582,Credit,Mobile,25257.88,108419.55,Completed
9037555,2023-07-24,5098654,1049490,Transfer,Online,30871.73,134029.31,Failed
9037556,2024-06-12,5259394,1163596,Transfer,Online,4516.78,102103.35,Pending
9037557,2023-10-17,5067109,1169966,Credit,Branch,8080.05,170188.72,Pending
9037558,2024-03-20,5226225,1002226,Transfer,ATM,31368.15,48218.02,Failed
9037559,2024-08-08,5020535,1121208,Debit,Branch,23184.93,89870.51,Failed
9037560,2023-04-27,5091984,1119034,Transfer,Mobile,46327.41,164132.14,Pending
9037561,2023-09-21,5133323,1014707,Credit,ATM,31591.7,176512.64,Completed
9037562,2023-01-21,5222643,1007244,Transfer,ATM,49158.94,64342.38,Completed
9037563,2023-08-30,5246663,1026378,Debit,ATM,31776.07,18538.88,Completed
9037564,2024-07-05,5229985,1136356,Transfer,ATM,31521.13,2972.61,Completed
9037565,2024-06-07,5136891,1144055,Debit,ATM,25120.83,7844.84,Pending
9037566,2024-08-22,5042346,1075075,Credit,Mobile,31279.37,92261.3,Completed
9037567,2024-07-12,5122818,1133069,Debit,Branch,18174.35,18569.55,Pending
9037568,2024-02-23,5125718,1183139,Credit,Mobile,34540.07,104622.79,Completed
9037569,2023-07-06,5115905,1040410,Credit,Branch,4597.24,130332.04,Completed
9037570,2023-08-25,5137580,1181986,Debit,Mobile,48020.38,182416.69,Pending
9037571,2023-07-19,5247273,1052734,Credit,Online,29116.36,169880.87,Failed
9037572,2023-05-05,5182426,1024242,Transfer,Online,41097.83,55615.68,Failed
9037573,2023-08-03,5227046,1091602,Transfer,Mobile,23011.13,168265.77,Failed
9037574,2024-01-18,5275860,1197154,Debit,Mobile,5588.54,90351.44,Failed
9037575,2024-04-06,5051019,1130624,Debit,Branch,4297.28,155317.93,Failed
9037576,2024-07-05,5222468,1112598,Credit,ATM,25437.02,75220.94,Pending
9037577,2023-08-27,5237427,1196134,Debit,ATM,34441.14,98587.59,Pending
9037578,2023-10-15,5178434,1090493,Debit,Mobile,46348.42,118764.18,Pending
9037579,2023-02-08,5239304,1043330,Transfer,ATM,20660.4,49986.11,Pending
9037580,2023-09-09,5144568,1092356,Debit,Online,3133.29,63977.55,Failed
9037581,2024-05-08,5175697,1065651,Debit,ATM,26827.71,86725.4,Failed
9037582,2024-01-22,5045142,1141722,Credit,ATM,13633.49,135671.37,Failed
9037583,2024-07-13,5195866,1182270,Credit,ATM,22383.96,98239.69,Pending
9037584,2024-05-15,5125949,1044565,Debit,Online,18126.46,44966.66,Failed
9037585,2024-08-22,5052539,1097102,Transfer,ATM,33565.2,157930.69,Pending
9037586,2023-03-18,5200256,1099069,Transfer,ATM,22689.1,72318.72,Pending
9037587,2023-05-07,5270241,1060107,Transfer,ATM,23202.95,18964.33,Failed
9037588,2024-01-19,5056304,1017532,Debit,Online,39975.21,37899.82,Pending
9037589,2023-05-16,5204563,1120614,Transfer,ATM,45367.06,149509.9,Pending
9037590,2023-03-28,5260268,1084297,Debit,Mobile,49159.48,102130.31,Pending
9037591,2024-05-16,5055631,1112723,Debit,ATM,37570.4,36290.16,Pending
9037592,2024-07-10,5295986,1135663,Transfer,ATM,21466.09,35032.59,Pending
9037593,2023-08-26,5247306,1038962,Debit,Online,12316.25,19868.58,Pending
9037594,2023-05-28,5297821,1167028,Credit,Branch,29577.92,48148.5,Completed
9037595,2024-01-19,5105780,1110666,Credit,Mobile,4254.21,55539.97,Completed
9037596,2024-02-24,5253668,1067958,Credit,Branch,25609.39,181040.12,Completed
9037597,2023-07-14,5214278,1175252,Debit,Online,30310.7,145794.97,Failed
9037598,2023-11-11,5164154,1103433,Debit,Online,47347.53,47261.94,Completed
9037599,2023-03-05,5288244,1188061,Transfer,ATM,2396.38,186529.71,Failed
9037600,2023-04-12,5145604,1108089,Transfer,ATM,9208.96,144453.52,Failed
9037601,2023-05-02,5246109,1053867,Transfer,Mobile,4804.19,64607.48,Pending
9037602,2024-06-22,5126293,1129434,Debit,Mobile,23755.28,161697.57,Failed
9037603,2023-12-02,5077137,1165750,Credit,Online,8346.17,80886.11,Pending
9037604,2023-07-27,5095936,1197111,Credit,Online,17511.72,139706.68,Completed
9037605,2024-07-15,5110934,1157775,Credit,Online,32022.13,7620.43,Failed
9037606,2024-01-01,5092294,1058507,Transfer,Online,17594.79,52853.65,Failed
9037607,2024-05-08,5285579,1173972,Transfer,Online,42402.74,113152.03,Pending
9037608,2023-09-06,5187877,1095992,Debit,Branch,49579.13,146776.39,Completed
9037609,2023-07-03,5102290,1077195,Transfer,Online,25248.65,144811.55,Completed
9037610,2023-10-12,5007959,1164469,Credit,ATM,34319.38,73995.56,Failed
9037611,2023-07-16,5271919,1076003,Transfer,ATM,30510.97,179833.66,Pending
9037612,2024-02-24,5279753,1157169,Debit,Branch,10340.71,69969.66,Pending
9037613,2023-04-11,5034474,1037901,Credit,Mobile,9316.97,180237.72,Pending
9037614,2023-03-11,5239231,1045060,Credit,Branch,12353.15,19455.95,Completed
9037615,2024-06-15,5251072,1023882,Transfer,Online,26313.3,31535.87,Pending
9037616,2023-06-15,5293309,1082486,Transfer,ATM,7020.79,13787.68,Pending
9037617,2024-05-29,5079215,1049492,Transfer,Online,22460.41,134795.44,Pending
9037618,2024-07-01,5067923,1018419,Debit,Online,48372.92,28536.05,Failed
9037619,2023-03-17,5005757,1031745,Credit,ATM,14045.58,7908.14,Pending
9037620,2024-01-01,5033482,1113392,Transfer,ATM,25770.77,73962.14,Failed
9037621,2023-12-29,5135436,1172702,Debit,ATM,44760.4,155605.54,Completed
9037622,2023-10-03,5055292,1055760,Transfer,Branch,5314.88,183524.77,Pending
9037623,2024-05-31,5074450,1111152,Credit,Online,3983.72,185305.83,Completed
9037624,2024-03-17,5054785,1127171,Credit,Online,44776.33,95140.47,Failed
9037625,2023-10-08,5122171,1085846,Debit,Online,4597.41,145709.28,Failed
9037626,2023-01-07,5232141,1121111,Transfer,Mobile,29280.16,115138.0,Completed
9037627,2024-03-04,5081196,1139206,Credit,ATM,17792.07,141083.27,Pending
9037628,2024-08-21,5013280,1021575,Transfer,Online,21569.05,113162.54,Pending
9037629,2024-05-20,5124238,1194986,Credit,Mobile,49437.37,66369.31,Completed
9037630,2023-10-27,5210699,1129360,Credit,Mobile,2290.33,132811.11,Failed
9037631,2023-04-10,5291826,1141278,Debit,Online,43696.21,148490.3,Failed
9037632,2024-08-20,5298648,1130932,Credit,Online,17717.04,186100.8,Failed
9037633,2024-06-22,5220901,1084667,Credit,ATM,20431.64,195385.52,Pending
9037634,2024-03-25,5143465,1154158,Credit,Online,8312.94,122299.93,Failed
9037635,2024-03-28,5267378,1094792,Credit,Branch,1633.41,36226.56,Failed
9037636,2023-04-29,5206020,1098419,Credit,ATM,33078.26,163592.82,Completed
9037637,2023-07-14,5209320,1176772,Debit,ATM,37125.79,1115.76,Failed
9037638,2023-03-09,5041457,1108262,Debit,Branch,41156.47,71019.09,Completed
9037639,2023-12-03,5183177,1144239,Credit,Mobile,4263.28,92472.25,Failed
9037640,2023-05-06,5056367,1034753,Credit,Mobile,28234.66,184593.27,Pending
9037641,2023-03-23,5061402,1024271,Transfer,Branch,21063.7,71815.25,Pending
9037642,2023-06-07,5089353,1174840,Credit,ATM,34326.58,94263.47,Completed
9037643,2023-10-24,5132313,1099987,Transfer,ATM,47584.91,42265.68,Failed
9037644,2024-02-22,5166249,1012144,Credit,Branch,3551.54,17666.86,Completed
