transaction_id,transaction_date,account_id,customer_id,transaction_type,transaction_channel,transaction_amount,account_balance,transaction_status
9018776,2023-12-26,5139440,1196012,Credit,ATM,23459.06,19111.17,Failed
9018777,2023-06-18,5133084,1190688,Credit,ATM,2681.82,120303.33,Failed
9018778,2023-02-10,5291239,1080564,Transfer,Online,49724.4,136178.58,Completed
9018779,2023-03-23,5280204,1069384,Transfer,Online,18216.01,3759.09,Completed
9018780,2023-10-21,5002754,1174724,Transfer,Online,29011.72,31011.12,Completed
9018781,2024-06-28,5041886,1050775,Credit,Online,28646.05,191677.97,Failed
9018782,2024-04-28,5041143,1182367,Debit,ATM,13412.87,57507.03,Failed
9018783,2023-12-05,5082043,1109162,Debit,Online,22055.19,95058.06,Completed
9018784,2023-04-21,5164269,1009166,Debit,ATM,38673.52,61796.58,Completed
9018785,2023-05-18,5140938,1066990,Credit,Online,33033.0,22794.51,Completed
9018786,2023-12-22,5150969,1063793,Debit,Mobile,5082.15,39353.65,Failed
9018787,2023-12-21,5228735,1045872,Debit,Online,7772.8,98170.74,Pending
9018788,2023-02-06,5218020,1186737,Credit,Mobile,47397.93,21721.27,Pending
9018789,2023-07-03,5281255,1180482,Credit,Branch,19907.02,115963.15,Pending
9018790,2024-02-14,5196837,1134209,Transfer,Branch,23160.12,89140.67,Pending
9018791,2024-04-27,5230830,1175215,Credit,Mobile,49984.86,120040.1,Completed
9018792,2023-02-02,5177109,1035138,Debit,ATM,0.0,196502.02,Completed
9018793,2023-08-20,5267959,1115823,Debit,Branch,12808.54,152613.34,Failed
9018794,2023-07-30,5060630,1058934,Credit,Mobile,5298.44,17521.04,Completed
9018795,2023-01-06,5207042,1197697,Transfer,ATM,30520.26,151892.23,Failed
9018796,2023-12-11,5007799,1175124,Debit,Mobile,15127.23,170268.6,Completed
9018797,2023-01-02,5243355,1070183,Credit,ATM,17724.93,88277.81,Failed
9018798,2024-07-14,5059771,1084496,Debit,Branch,46045.31,39544.34,Pending
9018799,2024-01-17,5244365,1156545,Credit,Mobile,45680.42,124979.23,Failed
9018800,2024-06-04,5113020,1098953,Debit,Branch,13590.28,148321.52,Pending
9018801,2023-02-13,5188401,1147477,Credit,Branch,3768.57,167596.69,Completed
9018802,2023-11-22,5134616,1000383,Transfer,Mobile,33259.12,12622.98,Completed
9018803,2023-07-11,5213089,1036727,Debit,ATM,12301.23,86082.88,Pending
9018804,2023-11-11,5116140,1006079,Debit,Online,1943.3,99155.21,Pending
9018805,2024-07-28,5215907,1134413,Debit,Branch,36984.14,59326.77,Pending
9018806,2023-10-09,5144566,1049166,Credit,Online,22067.29,18742.07,Completed
9018807,2023-05-10,5143414,1160458,Credit,Mobile,34880.19,156463.16,Pending
9018808,2023-06-25,5256392,1144982,Credit,Mobile,15421.97,51754.46,Failed
9018809,2023-12-01,5095157,1197183,Credit,Mobile,10325.06,69651.29,Completed
9018810,2023-08-24,5152248,1100982,Credit,ATM,10310.23,97949.64,Completed
9018811,2023-03-12,5058742,1013926,Debit,ATM,912.21,106034.28,Completed
9018812,2023-05-20,5160097,1162053,Debit,ATM,724.87,117991.77,Completed
9018813,2023-12-04,5007880,1178785,Debit,Branch,12787.7,12805.84,Failed
9018814,2024-06-10,5018655,1070773,Credit,Online,8537.47,91564.9,Pending
9018815,2023-09-21,5208274,1126420,Credit,Mobile,39166.19,45870.31,Pending
9018816,2023-02-17,5148290,1098719,Credit,Mobile,13843.82,165150.0,Pending
9018817,2024-06-06,5088366,1157672,Transfer,Mobile,17660.59,174019.48,Failed
9018818,2023-03-10,5116768,1131343,Debit,ATM,41668.33,25942.8,Completed
9018819,2023-06-24,5060633,1066642,Transfer,Mobile,43816.61,101089.75,Pending
9018820,2024-08-22,5149837,1171702,Credit,Mobile,25072.49,39524.59,Completed
9018821,2023-07-20,5104485,1166661,Transfer,Online,13497.36,109904.88,Failed
9018822,2023-11-28,5106013,1065966,Debit,ATM,37052.51,33329.2,Failed
9018823,2024-08-22,5180979,1192071,Credit,Mobile,33001.8,65810.44,Completed
9018824,2024-01-23,5156771,1165233,Debit,Branch,13635.48,40046.24,Pending
9018825,2024-06-05,5115842,1028999,Transfer,Online,27552.15,127115.84,Pending
9018826,2023-08-28,5016991,1008987,Transfer,Online,8205.84,5143.21,Pending
9018827,2023-04-15,5040319,1038385,Debit,Online,47843.19,123306.78,Completed
9018828,2024-02-24,5036770,1128531,Debit,ATM,21003.21,184838.97,Completed
9018829,2023-07-12,5129001,1095469,Credit,Mobile,778.26,30655.43,Completed
9018830,2023-05-07,5249123,1054549,Debit,Online,11211.52,67327.22,Completed
9018831,2024-01-20,5205598,1192549,Transfer,Online,34569.92,9474.95,Completed
9018832,2023-08-10,5215341,1015116,Transfer,Branch,26875.73,75659.04,Failed
9018833,2024-08-15,5128553,1092395,Debit,Mobile,42040.27,137030.21,Failed
9018834,2024-03-26,5146868,1009490,Debit,ATM,4206.05,40939.92,Completed
9018835,2024-02-23,5265894,1195975,Credit,ATM,0.0,131597.72,Pending
9018836,2024-08-09,5102504,1115553,Credit,ATM,41041.86,168805.7,Pending
9018837,2023-02-24,5020880,1146851,Debit,Online,17356.66,168793.11,Pending
9018838,2023-03-09,5164261,1195826,Transfer,Branch,11547.15,120332.2,Pending
9018839,2024-08-12,5087435,1182925,Debit,Online,110.17,10355.01,Completed
9018840,2024-03-02,5285919,1046028,Transfer,ATM,18209.56,113764.6,Completed
9018841,2023-07-26,5123799,1130970,Credit,Online,240.99,168382.2,Failed
9018842,2023-11-15,5082928,1187962,Transfer,Mobile,28798.96,30133.63,Completed
9018843,2023-11-26,5007583,1060659,Credit,Branch,32099.72,42320.1,Pending
9018844,2024-08-03,5025463,1099434,Credit,ATM,36169.16,126205.29,Completed
9018845,2023-07-15,5256819,1005607,Transfer,ATM,43234.45,167075.12,Pending
9018846,2024-01-30,5050862,1179903,Debit,ATM,10863.69,28722.79,Pending
9018847,2023-11-14,5030345,1096842,Debit,ATM,35179.67,121477.06,Failed
9018848,2023-02-21,5053988,1113915,Debit,ATM,48519.6,83044.57,Failed
9018849,2023-09-18,5090933,1123090,Debit,ATM,24582.34,91848.41,Pending
9018850,2023-04-27,5143737,1029235,Credit,Mobile,14118.87,6679.43,Pending
9018851,2024-02-04,5171253,1124587,Debit,Branch,1618.56,110885.68,Completed
9018852,2023-07-22,5138434,1114092,Transfer,Online,44993.9,121820.67,Pending
9018853,2024-06-19,5271793,1080178,Transfer,ATM,33212.74,134951.01,Failed
9018854,2023-05-18,5054650,1181900,Credit,Branch,42686.19,158684.08,Pending
9018855,2023-11-29,5238834,1103365,Debit,ATM,13065.29,164773.11,Failed
9018856,2023-10-14,5003997,1083614,Debit,Branch,35834.91,188565.41,Completed
9018857,2023-03-20,5279240,1083101,Transfer,ATM,19607.29,184847.05,Pending
9018858,2023-09-19,5197104,1165384,Transfer,ATM,35069.17,175202.72,Failed
9018859,2024-05-06,5260149,1123101,Credit,Branch,34864.36,49514.89,Completed
9018860,2023-07-01,5038038,1075109,Transfer,Branch,11752.96,33528.16,Failed
9018861,2023-12-06,5079741,1056018,Transfer,Branch,15252.43,174084.57,Pending
9018862,2023-08-05,5161139,1169921,Debit,Branch,15277.89,171728.95,Failed
9018863,2023-05-11,5238156,1103436,Credit,ATM,20977.22,157958.99,Failed
9018864,2023-06-30,5239251,1023377,Transfer,Online,41772.06,44094.12,Completed
9018865,2023-04-19,5209270,1156459,Transfer,Online,16860.46,170842.0,Failed
9018866,2023-08-28,5245816,1159671,Credit,Branch,37078.84,137389.06,Completed
9018867,2024-05-04,5006159,1084194,Transfer,Branch,3044.66,20592.43,Pending
9018868,2023-01-18,5003502,1150364,Transfer,Mobile,14652.07,42915.28,Failed
9018869,2023-02-19,5208512,1108448,Transfer,Online,4435.43,54694.01,Pending
9018870,2024-06-12,5164722,1166675,Credit,Online,5501.65,120236.56,Completed
9018871,2024-03-12,5143823,1107016,Transfer,Branch,18995.08,137100.36,Pending
9018872,2023-12-30,5293593,1084533,Transfer,Branch,12477.11,140825.89,Failed
9018873,2023-06-27,5035322,1024691,Debit,Mobile,8817.07,25852.83,Completed
9018874,2024-04-14,5106227,1056605,Debit,Mobile,17350.69,186721.7,Completed
9018875,2023-07-07,5198934,1015900,Debit,Online,15119.04,133363.99,Failed
9018876,2023-03-16,5297713,1139817,Credit,Branch,14200.38,83231.04,Completed
9018877,2024-07-30,5065354,1128237,Debit,Online,11025.14,96290.48,Failed
9018878,2023-04-26,5144823,1155858,Debit,Online,37265.65,106894.6,Pending
9018879,2023-01-07,5002833,1159369,Transfer,Mobile,21694.19,47352.95,Completed
9018880,2024-06-23,5189296,1196123,Credit,ATM,8032.05,19074.7,Pending
9018881,2023-04-18,5280422,1001693,Transfer,Online,20596.83,175581.1,Completed
9018882,2024-03-06,5211390,1148392,Debit,Mobile,46309.31,171035.8,Completed
9018883,2023-11-23,5025103,1186984,Transfer,Online,47758.06,12288.12,Failed
9018884,2023-07-22,5168168,1062277,Credit,Branch,40978.31,79635.14,Pending
9018885,2023-01-25,5255664,1133233,Credit,ATM,17522.93,37838.86,Failed
9018886,2023-07-02,5162514,1174742,Transfer,Mobile,16510.05,129648.83,Pending
9018887,2023-10-16,5031311,1033260,Credit,ATM,5172.34,56565.66,Completed
9018888,2023-10-31,5006587,1199985,Debit,Mobile,25851.34,26858.81,Failed
9018889,2023-07-03,5132923,1165462,Credit,Mobile,5713.2,154656.56,Pending
9018890,2024-07-14,5128953,1088284,Debit,Online,30171.18,74163.92,Failed
9018891,2024-07-27,5167147,1154817,Transfer,Branch,9428.64,193946.64,Failed
9018892,2023-12-27,5294474,1181954,Credit,Branch,20604.48,172257.65,Failed
9018893,2023-07-16,5099860,1009890,Credit,Mobile,30217.78,125995.64,Completed
9018894,2023-05-31,5194833,1013729,Credit,ATM,43676.59,146813.33,Failed
9018895,2023-12-02,5195569,1079963,Credit,Online,34081.17,190087.16,Failed
9018896,2023-09-05,5237143,1193634,Transfer,Online,7005.73,36505.86,Pending
9018897,2023-08-31,5062619,1124724,Transfer,Mobile,3076.23,74581.85,Failed
9018898,2023-02-16,5277525,1176593,Credit,ATM,12686.4,32032.76,Failed
9018899,2024-07-07,5082519,1075504,Debit,ATM,21767.51,183623.73,Completed
9018900,2024-01-26,5048076,1086862,Debit,Branch,49681.15,108022.17,Completed
9018901,2024-03-13,5104221,1124663,Credit,Online,47431.32,196984.64,Failed
9018902,2024-05-11,5024476,1069972,Transfer,Online,8993.42,192295.36,Failed
9018903,2024-02-07,5083208,1003045,Debit,ATM,29274.49,80944.47,Pending
9018904,2023-09-26,5042039,1009406,Debit,Branch,8313.2,87782.23,Pending
9018905,2024-02-10,5155145,1012208,Transfer,Online,42197.38,52750.96,Pending
9018906,2023-12-21,5007224,1090629,Debit,Branch,19348.45,28786.64,Completed
9018907,2023-11-23,5139825,1145142,Credit,Online,19272.64,22612.48,Completed
9018908,2023-01-22,5121333,1066972,Transfer,ATM,25597.51,181527.6,Pending
9018909,2024-07-08,5147564,1138866,Credit,ATM,17721.34,127918.7,Pending
9018910,2024-01-09,5092675,1011358,Credit,Online,45669.07,80543.57,Pending
9018911,2023-06-26,5113647,1180338,Transfer,Online,47739.75,52720.97,Completed
9018912,2024-03-21,5282840,1130317,Debit,Mobile,18035.48,5758.48,Pending
9018913,2023-05-27,5212662,1084287,Debit,Branch,25891.22,174109.23,Pending
9018914,2024-08-01,5034326,1170889,Debit,Online,294.87,117246.16,Completed
9018915,2024-03-16,5197837,1054677,Debit,Mobile,5559.63,40730.23,Pending
9018916,2024-05-07,5039883,1113030,Transfer,Mobile,29030.19,124763.02,Pending
9018917,2023-03-11,5033754,1006672,Debit,Mobile,10075.17,193257.73,Pending
9018918,2024-05-02,5017887,1041527,Debit,Branch,27832.91,189643.07,Failed
9018919,2023-11-30,5002379,1182204,Credit,ATM,25471.54,12362.28,Failed
9018920,2023-04-10,5091196,1069368,Credit,Mobile,9970.7,156323.43,Failed
9018921,2024-01-12,5057736,1016025,Debit,Online,3391.39,112641.85,Pending
9018922,2023-09-03,5182465,1197687,Credit,ATM,28396.82,177957.82,Pending
9018923,2023-04-03,5135878,1036576,Credit,ATM,35108.48,151959.14,Failed
9018924,2024-02-26,5002711,1130244,Credit,Branch,44599.47,111169.74,Pending
9018925,2023-11-10,5262704,1058438,Credit,ATM,8308.27,75667.17,Completed
9018926,2024-02-25,5193253,1090785,Credit,Online,10110.04,177730.22,Pending
9018927,2024-06-16,5038917,1196147,Transfer,Branch,48523.89,81043.78,Failed
9018928,2023-05-25,5008117,1161345,Debit,Mobile,3719.92,656.55,Failed
9018929,2024-01-31,5104156,1176461,Debit,Mobile,7542.05,189282.86,Failed
9018930,2024-06-13,5273352,1157743,Credit,Mobile,28355.84,24189.13,Failed
9018931,2023-03-12,5025209,1080042,Credit,ATM,26476.0,110137.47,Completed
9018932,2024-01-11,5113283,1040252,Transfer,Branch,9324.32,81590.2,Pending
9018933,2024-03-11,5077307,1131607,Credit,Online,14607.4,6435.37,Completed
9018934,2023-10-08,5296737,1070222,Credit,ATM,55.86,772.42,Pending
9018935,2024-03-12,5141830,1077363,Transfer,Online,20993.64,94348.49,Failed
9018936,2024-07-28,5178103,1136608,Transfer,Online,45022.53,155791.14,Pending
9018937,2024-07-07,5210203,1072197,Credit,ATM,23293.56,182186.65,Completed
9018938,2023-10-08,5119675,1024030,Debit,Branch,10753.73,20609.86,Failed
9018939,2023-01-13,5211833,1191022,Transfer,Online,5318.24,170270.22,Failed
9018940,2023-01-14,5128123,1015364,Credit,Branch,2694.74,151462.97,Failed
9018941,2023-11-18,5011115,1121783,Credit,Branch,7795.53,31491.7,Pending
9018942,2024-03-23,5090215,1008126,Debit,ATM,23948.54,165939.02,Pending
9018943,2023-02-22,5213063,1100253,Credit,Online,8400.03,102913.67,Failed
9018944,2024-07-12,5122068,1025868,Debit,Mobile,41243.74,35457.89,Completed
9018945,2023-09-23,5078222,1033330,Credit,Branch,24075.78,11580.15,Completed
9018946,2024-02-02,5291507,1028707,Debit,Branch,40096.14,191906.77,Pending
9018947,2024-06-06,5057743,1087068,Credit,Online,40764.16,139449.88,Failed
9018948,2023-12-06,5158468,1132907,Credit,Branch,26315.67,118713.47,Pending
9018949,2024-01-03,5149993,1057033,Transfer,Branch,28010.38,3515.15,Pending
9018950,2024-02-04,5210035,1008313,Credit,Mobile,43537.12,65229.6,Completed
9018951,2023-07-16,5292140,1192737,Debit,ATM,14415.76,171454.94,Pending
9018952,2023-02-20,5241475,1092406,Transfer,Online,13927.95,128129.7,Pending
9018953,2024-01-04,5277973,1157215,Debit,ATM,6027.32,162359.36,Completed
9018954,2024-07-10,5103099,1042780,Transfer,ATM,6577.77,35344.95,Failed
9018955,2024-06-25,5162237,1062368,Debit,ATM,6848.25,58262.61,Failed
9018956,2024-06-01,5201302,1149137,Credit,Mobile,10923.69,87762.5,Pending
9018957,2024-03-26,5239644,1146004,Debit,Branch,17129.28,79922.15,Pending
9018958,2024-08-12,5251416,1059284,Debit,Mobile,36359.92,91257.6,Completed
9018959,2024-03-24,5015941,1028549,Debit,ATM,26668.77,18300.48,Completed
9018960,2023-11-29,5171996,1079156,Debit,Mobile,34975.01,89931.19,Failed
9018961,2023-10-26,5012415,1145029,Credit,Branch,19835.87,99899.84,Pending
9018962,2023-10-15,5030466,1102654,Transfer,ATM,44420.37,31039.49,Completed
9018963,2023-02-05,5032472,1103192,Transfer,Branch,4028.86,107080.04,Failed
9018964,2023-06-14,5016956,1125968,Transfer,Branch,36302.14,165074.61,Failed
9018965,2023-11-18,5193940,1092210,Credit,ATM,48844.08,88598.4,Completed
9018966,2024-07-29,5078869,1129364,Credit,Mobile,36793.52,69009.53,Pending
9018967,2023-07-30,5246788,1071741,Transfer,ATM,41700.12,106932.32,Failed
9018968,2023-05-29,5216746,1092272,Debit,Online,24051.2,111765.62,Completed
9018969,2023-05-15,5076287,1078837,Debit,Branch,36206.83,52850.0,Pending
9018970,2024-02-29,5173282,1019864,Credit,Branch,3405.39,92930.05,Completed
9018971,2024-08-10,5198005,1124041,Credit,Mobile,45683.86,9544.59,Failed
9018972,2024-03-03,5280463,1150609,Credit,Branch,275.28,179417.12,Pending
9018973,2023-03-25,5176140,1125720,Transfer,Mobile,30435.37,178296.36,Completed
9018974,2023-02-22,5189926,1123446,Transfer,Mobile,27319.9,197869.78,Pending
9018975,2024-02-09,5205164,1169371,Transfer,Online,41565.88,107915.77,Completed
9018976,2024-03-31,5167693,1152564,Debit,ATM,12922.02,92843.15,Failed
9018977,2023-06-17,5275660,1015864,Credit,Mobile,45711.93,4320.18,Pending
9018978,2024-06-17,5169722,1117606,Transfer,Online,3190.43,96016.7,Failed
9018979,2024-03-18,5197829,1085591,Transfer,Branch,1613.18,9640.23,Pending
9018980,2023-01-05,5111480,1012313,Credit,Mobile,30835.61,123542.9,Completed
9018981,2023-11-18,5202353,1118406,Credit,Online,36703.64,71619.55,Completed
9018982,2024-07-14,5000172,1148459,Debit,Branch,27875.66,150532.76,Completed
9018983,2024-03-31,5025942,1076296,Transfer,Branch,13300.54,5687.29,Failed
9018984,2023-07-26,5072885,1021919,Credit,Mobile,46591.52,178101.18,Pending
9018985,2024-05-19,5273138,1190119,Credit,ATM,6550.29,127075.22,Completed
9018986,2023-12-21,5129596,1013748,Debit,ATM,40328.54,90553.43,Pending
9018987,2023-05-01,5054524,1143122,Transfer,Branch,31309.81,110138.73,Failed
9018988,2023-10-15,5042475,1050814,Transfer,ATM,30504.39,14653.24,Pending
9018989,2023-05-28,5174374,1179770,Debit,Mobile,16442.33,3710.69,Completed
9018990,2024-05-08,5260448,1170353,Debit,Mobile,49246.74,66610.64,Completed
